CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
no_checking,31,prior_payments_delayed,appliances,4787,unknown,greater_7,5,male,none,5,car_other,47,stores,own,2,unskilled,2,yes,no
0_to_200,10,credits_paid_to_date,furniture,2190,less_100,4_to_7,3,male,co-applicant,3,car_other,44,none,free,1,skilled,1,yes,yes
no_checking,38,prior_payments_delayed,repairs,6204,500_to_1000,4_to_7,4,male,none,4,car_other,46,stores,own,2,unskilled,2,yes,yes
no_checking,32,credits_paid_to_date,radio_tv,5572,100_to_500,greater_7,5,female,none,4,car_other,46,none,free,2,skilled,1,yes,yes
0_to_200,19,prior_payments_delayed,education,4181,100_to_500,4_to_7,4,male,none,2,car_other,35,none,own,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,appliances,4594,unknown,greater_7,4,male,guarantor,5,savings_insurance,50,none,free,2,skilled,1,yes,yes
no_checking,30,prior_payments_delayed,business,3712,500_to_1000,4_to_7,3,male,none,4,savings_insurance,41,none,free,2,management_self-employed,1,yes,yes
0_to_200,23,credits_paid_to_date,car_used,3103,greater_1000,4_to_7,3,female,none,1,savings_insurance,37,stores,own,1,unskilled,1,none,yes
less_0,23,credits_paid_to_date,repairs,1121,less_100,1_to_4,2,male,none,3,savings_insurance,31,bank,rent,1,unemployed,1,yes,yes
no_checking,26,prior_payments_delayed,furniture,6497,greater_1000,1_to_4,4,male,none,5,car_other,40,none,own,2,management_self-employed,1,none,yes
greater_200,29,outstanding_credit,business,5579,500_to_1000,greater_7,5,male,none,3,savings_insurance,45,none,free,2,skilled,1,none,yes
less_0,15,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,2,savings_insurance,30,bank,rent,1,unemployed,1,none,yes
0_to_200,16,credits_paid_to_date,car_new,3468,less_100,less_1,3,female,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes
no_checking,26,prior_payments_delayed,appliances,3127,500_to_1000,4_to_7,3,male,none,4,unknown,38,none,own,1,skilled,1,yes,yes
0_to_200,16,prior_payments_delayed,radio_tv,2815,less_100,1_to_4,2,male,none,2,car_other,35,none,own,1,skilled,1,yes,yes
no_checking,40,prior_payments_delayed,repairs,8523,500_to_1000,greater_7,5,male,co-applicant,4,unknown,49,none,free,2,skilled,2,yes,yes
no_checking,34,outstanding_credit,vacation,8750,500_to_1000,greater_7,5,male,co-applicant,3,unknown,61,stores,free,2,unskilled,1,yes,yes
0_to_200,22,outstanding_credit,radio_tv,3902,100_to_500,1_to_4,2,female,none,2,savings_insurance,40,stores,own,2,skilled,1,none,yes
0_to_200,11,credits_paid_to_date,car_new,5628,100_to_500,1_to_4,2,male,none,3,car_other,24,none,own,2,skilled,1,none,yes
no_checking,26,prior_payments_delayed,furniture,4051,greater_1000,greater_7,4,male,none,3,savings_insurance,37,none,own,2,management_self-employed,1,none,yes
greater_200,34,outstanding_credit,other,5790,500_to_1000,greater_7,5,male,none,4,car_other,44,stores,own,2,unskilled,1,yes,yes
less_0,19,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes
no_checking,8,credits_paid_to_date,car_used,1654,less_100,1_to_4,2,male,none,2,savings_insurance,36,none,own,1,skilled,1,yes,yes
no_checking,16,credits_paid_to_date,car_new,4810,less_100,1_to_4,4,male,none,4,car_other,31,none,own,1,management_self-employed,1,none,yes
less_0,17,credits_paid_to_date,furniture,1195,less_100,less_1,3,female,none,3,real_estate,36,none,own,1,skilled,1,none,yes
no_checking,36,prior_payments_delayed,furniture,2224,500_to_1000,4_to_7,3,male,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes
0_to_200,10,credits_paid_to_date,furniture,1981,less_100,1_to_4,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes
0_to_200,15,credits_paid_to_date,vacation,3714,less_100,4_to_7,4,female,none,3,car_other,42,bank,own,1,unskilled,1,none,yes
0_to_200,29,outstanding_credit,car_used,3664,unknown,greater_7,3,male,none,1,unknown,46,stores,own,2,unskilled,1,none,yes
less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes
no_checking,20,credits_paid_to_date,radio_tv,6486,100_to_500,4_to_7,4,male,none,2,car_other,42,none,free,2,management_self-employed,1,yes,yes
no_checking,36,prior_payments_delayed,radio_tv,6334,500_to_1000,4_to_7,3,female,none,3,car_other,51,none,own,2,skilled,1,yes,yes
no_checking,14,credits_paid_to_date,appliances,2527,500_to_1000,1_to_4,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes
less_0,20,prior_payments_delayed,radio_tv,1155,greater_1000,1_to_4,3,male,none,3,savings_insurance,33,none,rent,2,skilled,1,yes,yes
no_checking,33,prior_payments_delayed,radio_tv,4729,500_to_1000,4_to_7,4,female,none,4,car_other,45,none,own,1,skilled,1,yes,no
no_checking,15,outstanding_credit,radio_tv,2953,unknown,4_to_7,2,male,none,2,savings_insurance,43,stores,own,2,unskilled,1,none,yes
no_checking,38,outstanding_credit,appliances,8836,greater_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes
0_to_200,30,credits_paid_to_date,furniture,2034,greater_1000,greater_7,3,male,none,2,car_other,39,none,rent,1,skilled,1,none,yes
no_checking,20,credits_paid_to_date,furniture,6585,100_to_500,greater_7,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,yes,yes
less_0,17,prior_payments_delayed,furniture,1884,less_100,4_to_7,2,female,none,2,savings_insurance,45,stores,free,1,unskilled,1,yes,yes
0_to_200,35,prior_payments_delayed,vacation,956,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes
no_checking,24,prior_payments_delayed,radio_tv,7264,100_to_500,1_to_4,4,male,none,5,car_other,44,none,own,2,management_self-employed,1,none,yes
less_0,17,no_credits,car_new,825,less_100,less_1,2,male,none,3,real_estate,21,none,own,1,skilled,1,none,yes
less_0,12,prior_payments_delayed,repairs,1439,less_100,1_to_4,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes
no_checking,35,outstanding_credit,furniture,6438,greater_1000,1_to_4,4,male,co-applicant,4,unknown,44,none,own,1,skilled,1,yes,yes
less_0,11,prior_payments_delayed,car_new,1928,less_100,unemployed,1,female,none,2,car_other,23,none,own,1,skilled,1,none,yes
0_to_200,42,prior_payments_delayed,appliances,2759,100_to_500,4_to_7,2,male,none,3,savings_insurance,30,stores,own,1,skilled,1,none,yes
no_checking,36,credits_paid_to_date,appliances,8091,100_to_500,4_to_7,3,female,none,3,unknown,39,none,own,2,skilled,2,yes,yes
no_checking,27,prior_payments_delayed,education,5629,100_to_500,4_to_7,3,female,none,4,car_other,32,none,own,1,skilled,1,yes,yes
no_checking,29,credits_paid_to_date,furniture,7061,100_to_500,1_to_4,3,female,none,4,savings_insurance,38,bank,own,2,unskilled,1,none,yes
less_0,4,all_credits_paid_back,car_new,2783,less_100,less_1,2,female,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes
less_0,20,credits_paid_to_date,car_new,2419,less_100,less_1,3,female,none,3,car_other,29,bank,rent,1,unemployed,1,none,yes
less_0,15,credits_paid_to_date,car_used,3936,less_100,less_1,3,female,none,1,savings_insurance,28,none,own,2,skilled,1,yes,yes
less_0,12,prior_payments_delayed,car_used,1635,less_100,1_to_4,1,male,none,2,savings_insurance,29,stores,own,1,skilled,1,none,yes
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes
no_checking,42,credits_paid_to_date,furniture,5606,greater_1000,greater_7,4,male,none,3,car_other,47,none,own,3,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,radio_tv,2561,less_100,unemployed,2,female,none,2,real_estate,29,none,own,1,management_self-employed,1,none,yes
0_to_200,12,prior_payments_delayed,retraining,3293,100_to_500,1_to_4,2,male,none,2,savings_insurance,27,none,own,2,skilled,1,none,yes
0_to_200,27,credits_paid_to_date,car_used,5923,100_to_500,4_to_7,4,male,none,3,car_other,36,none,own,2,skilled,1,none,yes
less_0,10,prior_payments_delayed,furniture,1975,500_to_1000,4_to_7,2,female,none,2,car_other,40,stores,own,2,skilled,2,none,yes
no_checking,25,outstanding_credit,furniture,6448,500_to_1000,greater_7,4,male,co-applicant,5,unknown,59,none,own,2,skilled,1,yes,yes
0_to_200,22,outstanding_credit,car_used,1993,100_to_500,1_to_4,3,male,none,2,savings_insurance,40,none,own,2,skilled,1,none,yes
no_checking,30,outstanding_credit,appliances,6180,unknown,4_to_7,3,female,none,4,unknown,46,none,own,2,skilled,2,none,yes
no_checking,47,outstanding_credit,radio_tv,3691,unknown,4_to_7,3,male,co-applicant,4,car_other,38,none,own,2,skilled,1,yes,yes
no_checking,8,prior_payments_delayed,car_new,1233,greater_1000,1_to_4,3,male,none,3,savings_insurance,24,none,own,2,skilled,1,yes,yes
greater_200,17,outstanding_credit,radio_tv,6172,100_to_500,1_to_4,3,female,none,2,car_other,38,none,free,2,skilled,1,none,yes
less_0,28,outstanding_credit,appliances,2277,greater_1000,4_to_7,2,male,none,3,savings_insurance,30,stores,own,2,unskilled,1,none,yes
less_0,20,credits_paid_to_date,car_used,6201,500_to_1000,4_to_7,4,male,guarantor,4,unknown,40,stores,own,2,unskilled,1,yes,yes
no_checking,23,prior_payments_delayed,car_used,2750,unknown,greater_7,4,female,guarantor,3,real_estate,44,none,free,1,skilled,1,yes,yes
0_to_200,4,credits_paid_to_date,education,3511,100_to_500,1_to_4,2,male,none,3,real_estate,24,none,rent,1,skilled,2,none,yes
no_checking,27,prior_payments_delayed,appliances,3605,100_to_500,4_to_7,4,female,none,3,real_estate,28,none,own,2,skilled,1,yes,yes
less_0,28,outstanding_credit,retraining,3249,100_to_500,4_to_7,2,female,none,1,car_other,41,stores,rent,2,skilled,1,none,yes
less_0,17,credits_paid_to_date,car_used,2065,less_100,less_1,3,female,none,3,savings_insurance,25,none,own,1,skilled,1,yes,yes
no_checking,10,prior_payments_delayed,radio_tv,4312,100_to_500,less_1,3,female,none,3,car_other,38,none,own,1,skilled,2,yes,yes
no_checking,26,prior_payments_delayed,furniture,5092,100_to_500,4_to_7,3,female,co-applicant,3,car_other,47,bank,own,1,unemployed,1,yes,yes
less_0,29,credits_paid_to_date,radio_tv,250,greater_1000,greater_7,2,male,none,3,savings_insurance,23,stores,rent,1,unskilled,1,none,yes
less_0,8,credits_paid_to_date,furniture,2149,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,30,prior_payments_delayed,car_used,5583,500_to_1000,4_to_7,3,female,guarantor,4,savings_insurance,49,bank,own,2,unemployed,1,yes,yes
greater_200,21,credits_paid_to_date,radio_tv,2635,greater_1000,greater_7,4,male,none,3,car_other,37,none,own,2,skilled,1,none,yes
no_checking,34,credits_paid_to_date,appliances,4153,greater_1000,1_to_4,2,female,none,2,car_other,33,none,own,1,skilled,1,yes,yes
no_checking,52,outstanding_credit,appliances,6519,greater_1000,4_to_7,3,male,co-applicant,4,car_other,46,none,own,2,skilled,1,yes,yes
0_to_200,33,outstanding_credit,appliances,4702,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,47,none,free,2,skilled,1,yes,yes
no_checking,33,outstanding_credit,appliances,8276,500_to_1000,greater_7,5,male,co-applicant,4,car_other,46,none,free,2,skilled,1,yes,yes
0_to_200,14,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,1,skilled,1,yes,no
0_to_200,16,credits_paid_to_date,car_new,1387,less_100,less_1,2,female,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes
no_checking,61,outstanding_credit,education,7646,unknown,greater_7,6,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes
no_checking,30,credits_paid_to_date,appliances,4412,100_to_500,1_to_4,3,female,none,3,savings_insurance,36,bank,rent,1,unskilled,1,none,yes
no_checking,44,outstanding_credit,retraining,7422,greater_1000,4_to_7,4,female,none,4,car_other,46,none,own,2,skilled,1,yes,yes
less_0,20,credits_paid_to_date,furniture,1329,less_100,1_to_4,3,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,car_new,2677,500_to_1000,1_to_4,3,male,none,3,car_other,26,none,own,1,skilled,2,none,yes
0_to_200,9,prior_payments_delayed,car_new,3244,less_100,1_to_4,3,male,none,2,savings_insurance,23,none,own,1,management_self-employed,1,none,yes
less_0,6,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes
no_checking,38,prior_payments_delayed,repairs,4109,greater_1000,greater_7,5,male,none,5,savings_insurance,31,none,own,1,skilled,1,none,yes
no_checking,32,outstanding_credit,repairs,6331,unknown,greater_7,5,male,co-applicant,4,car_other,48,none,free,2,management_self-employed,2,yes,yes
no_checking,35,prior_payments_delayed,appliances,5070,500_to_1000,1_to_4,4,male,none,3,unknown,42,none,own,1,skilled,1,yes,yes
0_to_200,4,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,25,credits_paid_to_date,retraining,2705,greater_1000,less_1,3,male,none,3,real_estate,29,none,own,1,skilled,1,none,yes
0_to_200,10,prior_payments_delayed,car_new,1797,greater_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes
0_to_200,12,credits_paid_to_date,car_new,296,500_to_1000,1_to_4,2,male,none,2,savings_insurance,21,none,own,3,skilled,1,none,yes
greater_200,4,all_credits_paid_back,education,4206,less_100,unemployed,1,female,none,3,savings_insurance,27,none,own,1,management_self-employed,1,none,yes
less_0,13,prior_payments_delayed,furniture,3030,100_to_500,4_to_7,2,female,co-applicant,3,savings_insurance,50,stores,own,2,skilled,1,none,yes
no_checking,30,outstanding_credit,repairs,3315,500_to_1000,4_to_7,3,male,none,2,car_other,34,none,own,1,skilled,1,none,yes
0_to_200,14,all_credits_paid_back,car_used,3072,less_100,1_to_4,3,female,none,3,real_estate,30,none,rent,1,management_self-employed,1,none,yes
less_0,15,prior_payments_delayed,radio_tv,6090,500_to_1000,greater_7,4,male,none,3,car_other,49,none,own,2,skilled,1,none,yes
0_to_200,42,outstanding_credit,radio_tv,6983,500_to_1000,greater_7,5,male,co-applicant,3,unknown,42,stores,own,2,unskilled,1,yes,yes
less_0,16,credits_paid_to_date,car_used,250,100_to_500,less_1,2,female,none,3,savings_insurance,25,none,rent,1,skilled,1,none,yes
0_to_200,22,prior_payments_delayed,radio_tv,3901,less_100,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,none,yes
less_0,10,all_credits_paid_back,car_new,299,100_to_500,less_1,2,female,none,1,savings_insurance,25,none,rent,1,skilled,1,none,yes
no_checking,26,prior_payments_delayed,furniture,2539,100_to_500,4_to_7,4,female,none,3,savings_insurance,49,none,own,1,skilled,1,yes,yes
less_0,20,prior_payments_delayed,radio_tv,2693,less_100,1_to_4,2,male,none,3,savings_insurance,24,bank,rent,1,unskilled,1,none,yes
greater_200,29,prior_payments_delayed,vacation,7083,500_to_1000,4_to_7,4,female,none,4,unknown,49,none,own,2,skilled,2,yes,yes
less_0,21,prior_payments_delayed,furniture,5281,less_100,1_to_4,3,male,none,3,savings_insurance,26,none,free,1,skilled,1,none,yes
0_to_200,20,credits_paid_to_date,car_used,2974,less_100,1_to_4,3,male,none,2,savings_insurance,37,none,rent,1,skilled,2,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,34,none,rent,1,skilled,1,none,yes
no_checking,46,prior_payments_delayed,other,5939,500_to_1000,greater_7,5,male,none,3,savings_insurance,46,none,free,2,skilled,1,none,yes
greater_200,10,credits_paid_to_date,furniture,1668,less_100,less_1,2,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes
no_checking,18,credits_paid_to_date,car_new,4035,500_to_1000,less_1,3,male,guarantor,3,savings_insurance,40,none,own,1,skilled,1,yes,yes
0_to_200,25,credits_paid_to_date,car_new,3523,less_100,1_to_4,3,male,co-applicant,4,real_estate,33,none,own,1,skilled,1,yes,yes
no_checking,29,outstanding_credit,furniture,6000,greater_1000,4_to_7,3,male,none,4,unknown,57,none,own,2,skilled,1,yes,yes
no_checking,34,outstanding_credit,furniture,5424,greater_1000,greater_7,5,male,co-applicant,5,car_other,33,none,free,1,skilled,1,yes,yes
0_to_200,10,prior_payments_delayed,car_used,2363,less_100,1_to_4,2,male,none,3,car_other,36,none,own,1,skilled,1,yes,yes
greater_200,16,credits_paid_to_date,repairs,907,less_100,less_1,2,female,co-applicant,2,car_other,57,stores,own,1,unskilled,1,yes,yes
less_0,23,credits_paid_to_date,retraining,2480,less_100,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,none,yes
less_0,27,prior_payments_delayed,furniture,3170,greater_1000,1_to_4,2,male,none,2,car_other,28,stores,rent,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,2761,less_100,less_1,1,male,none,1,car_other,29,bank,rent,1,unemployed,1,none,yes
less_0,18,prior_payments_delayed,car_new,3548,less_100,1_to_4,2,male,co-applicant,2,car_other,37,stores,own,2,skilled,1,none,yes
0_to_200,19,credits_paid_to_date,repairs,2083,500_to_1000,less_1,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes
0_to_200,32,credits_paid_to_date,radio_tv,5378,less_100,4_to_7,3,female,none,3,car_other,32,none,own,1,skilled,1,none,yes
no_checking,14,outstanding_credit,retraining,8243,greater_1000,1_to_4,4,male,none,5,unknown,44,none,own,2,management_self-employed,2,yes,yes
0_to_200,22,credits_paid_to_date,car_new,2260,100_to_500,1_to_4,3,male,none,2,savings_insurance,47,bank,own,3,unemployed,1,yes,yes
no_checking,26,prior_payments_delayed,business,4440,100_to_500,1_to_4,4,male,none,3,savings_insurance,30,none,free,1,management_self-employed,2,yes,yes
less_0,18,prior_payments_delayed,radio_tv,965,less_100,less_1,2,female,none,1,savings_insurance,39,bank,rent,1,unemployed,1,yes,yes
no_checking,24,prior_payments_delayed,business,4300,100_to_500,less_1,2,female,none,3,car_other,39,none,own,2,skilled,1,yes,yes
no_checking,32,outstanding_credit,repairs,6172,500_to_1000,greater_7,5,male,co-applicant,3,unknown,31,none,free,1,management_self-employed,1,yes,yes
no_checking,35,prior_payments_delayed,furniture,3103,500_to_1000,4_to_7,3,female,none,3,car_other,37,none,free,2,skilled,2,yes,yes
no_checking,30,outstanding_credit,repairs,6111,unknown,greater_7,5,female,none,5,unknown,53,none,own,2,skilled,2,yes,yes
no_checking,34,prior_payments_delayed,appliances,6894,500_to_1000,4_to_7,5,female,none,3,car_other,53,none,free,2,skilled,1,none,yes
less_0,15,credits_paid_to_date,vacation,1383,less_100,4_to_7,3,female,none,1,car_other,34,stores,own,1,skilled,1,yes,yes
less_0,10,all_credits_paid_back,car_new,4973,less_100,1_to_4,3,male,none,2,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes
no_checking,35,prior_payments_delayed,furniture,5222,unknown,greater_7,4,male,guarantor,3,savings_insurance,53,none,free,2,skilled,2,yes,yes
0_to_200,5,prior_payments_delayed,furniture,3346,less_100,1_to_4,2,male,none,3,savings_insurance,26,stores,own,1,skilled,1,yes,yes
less_0,15,credits_paid_to_date,furniture,250,500_to_1000,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes
greater_200,22,prior_payments_delayed,radio_tv,4662,100_to_500,greater_7,4,female,none,4,unknown,42,none,own,2,skilled,2,yes,yes
less_0,14,all_credits_paid_back,car_new,3364,100_to_500,less_1,1,female,none,2,car_other,29,stores,own,1,unskilled,2,none,yes
0_to_200,20,prior_payments_delayed,furniture,6168,less_100,1_to_4,4,female,none,3,car_other,37,none,own,1,skilled,1,none,yes
less_0,35,all_credits_paid_back,radio_tv,250,less_100,1_to_4,3,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes
no_checking,37,prior_payments_delayed,furniture,5276,greater_1000,4_to_7,4,female,none,4,car_other,39,none,own,3,skilled,2,yes,yes
0_to_200,4,all_credits_paid_back,car_new,1395,less_100,1_to_4,2,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes
0_to_200,13,no_credits,car_new,3216,less_100,unemployed,2,male,none,2,savings_insurance,20,bank,rent,1,unskilled,1,none,yes
0_to_200,21,credits_paid_to_date,radio_tv,5140,less_100,1_to_4,2,male,none,2,savings_insurance,34,none,free,1,skilled,1,none,yes
0_to_200,14,credits_paid_to_date,car_new,822,less_100,unemployed,1,female,none,3,real_estate,25,none,own,1,skilled,1,none,yes
0_to_200,22,credits_paid_to_date,car_new,6544,less_100,1_to_4,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes
less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,co-applicant,1,savings_insurance,47,stores,own,1,unskilled,1,none,yes
less_0,8,all_credits_paid_back,car_used,250,100_to_500,unemployed,2,female,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes
no_checking,22,credits_paid_to_date,furniture,2900,100_to_500,1_to_4,3,female,none,4,real_estate,35,none,own,2,skilled,1,none,yes
less_0,18,credits_paid_to_date,furniture,1149,less_100,less_1,3,female,co-applicant,2,real_estate,44,stores,own,2,unskilled,1,yes,yes
no_checking,37,prior_payments_delayed,vacation,7400,500_to_1000,greater_7,5,male,none,3,unknown,50,none,own,2,skilled,2,yes,yes
no_checking,8,prior_payments_delayed,repairs,1420,100_to_500,1_to_4,2,male,none,4,real_estate,34,none,own,1,management_self-employed,2,yes,yes
no_checking,25,prior_payments_delayed,car_used,5742,100_to_500,4_to_7,4,female,none,2,unknown,42,none,own,2,skilled,1,none,no
no_checking,12,credits_paid_to_date,furniture,3955,less_100,1_to_4,3,male,none,3,savings_insurance,26,none,own,1,management_self-employed,1,none,yes
greater_200,30,prior_payments_delayed,appliances,9655,less_100,1_to_4,3,male,none,3,unknown,37,none,own,2,skilled,1,none,yes
greater_200,8,credits_paid_to_date,car_new,1637,less_100,less_1,3,female,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes
less_0,16,prior_payments_delayed,retraining,1820,500_to_1000,greater_7,4,female,none,3,car_other,22,stores,rent,1,skilled,2,none,yes
no_checking,12,credits_paid_to_date,furniture,5743,100_to_500,1_to_4,4,male,none,2,savings_insurance,48,none,own,2,management_self-employed,2,yes,yes
no_checking,24,outstanding_credit,radio_tv,3971,500_to_1000,1_to_4,3,male,none,3,unknown,32,bank,own,2,unskilled,1,yes,yes
no_checking,40,prior_payments_delayed,furniture,2659,unknown,greater_7,4,female,none,4,car_other,41,none,own,1,skilled,1,none,yes
greater_200,22,all_credits_paid_back,car_used,3376,less_100,less_1,3,female,none,2,car_other,32,none,own,1,skilled,1,none,yes
no_checking,29,outstanding_credit,appliances,5220,500_to_1000,greater_7,4,male,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes
0_to_200,10,prior_payments_delayed,repairs,1249,100_to_500,4_to_7,3,female,co-applicant,1,savings_insurance,35,stores,own,1,skilled,1,yes,yes
no_checking,36,outstanding_credit,appliances,8248,500_to_1000,greater_7,5,male,co-applicant,5,car_other,51,none,free,3,management_self-employed,2,yes,yes
0_to_200,20,credits_paid_to_date,furniture,3627,500_to_1000,1_to_4,3,male,none,4,car_other,37,none,own,2,skilled,1,yes,yes
no_checking,26,outstanding_credit,business,6764,unknown,greater_7,4,male,none,3,unknown,58,none,free,2,skilled,1,yes,yes
no_checking,27,prior_payments_delayed,car_used,7467,100_to_500,1_to_4,3,female,co-applicant,3,unknown,40,none,own,2,management_self-employed,1,yes,yes
0_to_200,36,credits_paid_to_date,radio_tv,1907,500_to_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,2,skilled,1,none,yes
less_0,4,all_credits_paid_back,car_new,2121,less_100,less_1,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes
less_0,13,all_credits_paid_back,car_new,1950,100_to_500,4_to_7,3,male,none,1,car_other,32,none,own,1,skilled,1,none,yes
no_checking,36,outstanding_credit,repairs,6441,500_to_1000,greater_7,4,male,co-applicant,4,car_other,50,none,free,2,skilled,1,yes,no
0_to_200,16,prior_payments_delayed,car_new,2337,100_to_500,1_to_4,3,male,none,4,car_other,38,none,own,2,skilled,1,yes,yes
0_to_200,23,outstanding_credit,appliances,2649,500_to_1000,1_to_4,2,male,none,2,car_other,32,none,own,2,skilled,1,none,yes
0_to_200,9,prior_payments_delayed,car_new,250,less_100,less_1,2,male,none,3,real_estate,30,stores,rent,1,unskilled,1,yes,yes
no_checking,24,prior_payments_delayed,car_used,4628,greater_1000,greater_7,4,male,co-applicant,4,savings_insurance,45,none,own,1,skilled,1,yes,yes
no_checking,19,credits_paid_to_date,car_new,2274,greater_1000,1_to_4,3,male,none,2,real_estate,24,none,own,2,skilled,1,none,yes
0_to_200,20,prior_payments_delayed,education,250,500_to_1000,1_to_4,2,male,none,3,savings_insurance,20,stores,own,1,skilled,1,none,yes
0_to_200,14,all_credits_paid_back,car_new,1755,500_to_1000,1_to_4,3,female,none,1,real_estate,30,none,own,1,skilled,1,none,yes
0_to_200,22,credits_paid_to_date,radio_tv,930,less_100,1_to_4,3,female,none,2,car_other,38,none,own,1,skilled,1,none,yes
no_checking,42,prior_payments_delayed,furniture,5057,unknown,greater_7,4,female,co-applicant,4,savings_insurance,53,none,own,2,skilled,1,none,yes
less_0,17,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,3,car_other,29,stores,own,1,unskilled,1,none,yes
no_checking,16,prior_payments_delayed,car_used,4817,100_to_500,greater_7,4,male,none,3,car_other,42,none,own,1,skilled,1,none,yes
less_0,25,credits_paid_to_date,vacation,3551,less_100,4_to_7,3,male,none,3,savings_insurance,40,none,rent,1,skilled,1,none,yes
no_checking,8,all_credits_paid_back,vacation,5560,less_100,4_to_7,3,female,co-applicant,3,savings_insurance,57,none,own,2,skilled,1,yes,yes
no_checking,34,prior_payments_delayed,furniture,2196,500_to_1000,greater_7,3,male,none,4,savings_insurance,27,none,own,1,skilled,1,none,yes
no_checking,40,prior_payments_delayed,radio_tv,2604,unknown,greater_7,4,female,none,4,car_other,39,none,own,2,skilled,1,none,yes
less_0,20,credits_paid_to_date,furniture,5682,less_100,less_1,2,female,none,2,savings_insurance,30,none,rent,2,skilled,1,none,yes
no_checking,35,credits_paid_to_date,appliances,5177,greater_1000,4_to_7,4,female,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes
less_0,10,prior_payments_delayed,car_used,4046,less_100,4_to_7,3,male,none,3,unknown,31,stores,own,1,skilled,1,none,yes
0_to_200,17,credits_paid_to_date,vacation,1485,less_100,less_1,1,male,none,2,savings_insurance,36,stores,own,1,skilled,1,none,yes
